0,1,2,3,4
14235,4,7,20,20
14236,5,4,15,20
14237,6,2,20,20
14238,6,5,14,20
14239,6,8,15,20
14240,7,7,12,20
14241,7,6,14,20
14242,12,7,10,20
14243,6,7,13,20
14244,22,18,3,1
14245,6,7,13,20
14246,7,6,12,20
14247,5,7,18,20
14248,7,3,16,20
14249,4,7,19,20
14250,8,6,15,20
14251,8,5,14,20
14252,13,4,4,20
14253,7,4,14,20
14254,15,26,2,1
14255,8,4,13,20
14256,7,3,18,20
14257,7,6,14,20
14258,9,4,12,20
14259,6,6,14,20
14260,7,3,16,20
14261,5,4,18,20
14262,5,4,18,20
14263,7,4,15,20
14264,5,2,20,20
14265,6,1,19,20
14266,4,7,20,16
14267,5,5,20,18
14268,12,4,6,20
14269,5,4,16,20
14270,8,5,14,20
14271,8,4,14,20
14272,8,5,13,19
14273,5,7,20,12
14274,7,6,3,5
14275,2,5,20,18
14276,7,4,16,20
14277,7,5,14,20
14278,5,5,20,18
14279,7,4,16,20
14280,8,7,12,20
14281,7,6,16,20
14282,6,4,17,20
14283,3,17,6,8
14284,4,8,19,20
14285,5,4,17,20
14286,6,6,14,20
14287,6,6,18,20
14288,6,6,15,20
14289,5,6,17,20
14290,5,4,20,20
14291,4,6,20,18
14292,9,3,12,20
14293,5,4,17,20
14294,9,6,12,20
14295,4,8,20,11
14296,5,6,16,19
14297,6,5,16,20
14298,10,4,8,20
14299,6,6,18,20
14300,7,3,17,20
14301,6,4,18,20
14302,4,4,17,20
14303,7,5,14,20
14304,6,5,17,20
14305,8,5,15,20
14306,5,5,18,20
14307,18,21,1,1
14308,10,2,10,20
14309,4,4,19,20
14310,13,15,2,9
14311,3,5,20,18
14312,12,4,7,20
14313,16,21,1,1
14314,9,6,9,20
14315,4,2,20,20
14316,8,5,14,20
14317,8,7,14,20
14318,6,5,20,20
14319,4,3,20,20
14320,8,5,12,20
14321,5,4,18,20
14322,9,4,12,20
14323,6,4,16,20
14324,4,6,20,19
14325,3,4,20,18
14326,4,5,18,20
14327,7,4,13,20
14328,11,3,9,20
14329,3,10,1,1
14330,9,3,12,20
14331,19,20,4,6
14332,18,22,1,4
14333,8,5,14,20
14334,6,5,18,20
14335,4,5,20,16
14336,6,6,17,20
14337,21,15,1,1
14338,9,4,10,20
14339,7,2,16,20
14340,3,4,20,20
14341,7,6,16,20
14342,7,5,15,20
14343,5,3,19,20
14344,9,3,14,19
14345,10,5,10,20
14346,10,4,8,19
14347,8,3,13,20
14348,8,7,11,20
14349,6,3,17,20
14350,11,21,11,4
14351,7,6,18,20
14352,7,3,15,20
14353,8,4,12,20
14354,11,5,8,20
14355,5,5,19,20
14356,8,5,14,19
14357,4,5,20,18
14358,20,18,4,9
14359,7,4,15,20
14360,5,7,16,20
14361,3,4,20,20
14362,6,5,16,20
14363,4,6,20,16
14364,6,6,16,20
14365,7,6,16,20
14366,9,5,11,20
14367,4,3,20,20
14368,5,6,20,20
14369,6,7,20,14
14370,7,6,15,20
14371,7,4,14,20
14372,10,3,10,20
14373,4,6,20,16
14374,10,6,7,17
14375,5,4,19,20
14376,6,12,18,14
14377,5,2,20,20
14378,7,5,13,20
14379,7,6,15,20
14380,18,9,1,1
14381,5,7,20,14
14382,9,5,11,20
14383,7,5,15,20
14384,8,15,4,10
14385,6,5,20,20
14386,6,7,1,1
14387,7,6,16,20
14388,6,6,16,20
14389,5,17,3,5
14390,7,5,14,20
14391,7,6,15,20
14392,5,3,19,20
14393,8,4,13,20
14394,5,4,20,20
14395,4,6,20,20
14396,10,4,9,20
14397,6,4,18,20
14398,5,7,16,20
14399,8,2,12,20
14400,8,3,15,20
14401,9,18,1,1
14402,6,4,16,20
14403,6,5,16,20
14404,10,4,10,20
14405,5,2,18,20
14406,16,8,10,16
14407,7,6,13,20
14408,13,6,4,17
14409,7,6,13,20
14410,7,5,14,20
14411,8,6,14,20
14412,5,15,19,8
14413,9,4,14,20
14414,12,4,5,20
14415,8,5,14,20
14416,8,2,16,20
14417,9,4,11,20
14418,6,3,19,20
14419,5,4,18,20
14420,5,3,16,20
14421,7,2,16,20
14422,5,5,20,16
14423,9,2,14,20
14424,7,6,11,19
14425,7,4,16,20
14426,8,6,14,17
14427,11,4,7,20
14428,5,6,20,18
14429,6,3,18,20
14430,4,6,20,16
14431,8,5,12,20
14432,7,5,14,20
14433,4,6,20,19
14434,8,7,10,20
14435,6,5,16,20
14436,18,22,1,4
14437,7,3,16,20
14438,9,5,12,20
14439,5,7,16,20
14440,8,6,9,20
14441,8,5,12,20
14442,8,6,11,20
14443,7,7,16,20
14444,7,5,16,20
14445,4,5,20,20
14446,6,6,20,16
14447,6,5,15,20
14448,6,7,12,20
14449,4,5,20,20
14450,7,5,12,20
14451,5,5,20,19
14452,9,4,13,20
14453,7,2,14,20
14454,6,5,16,20
14455,6,7,18,20
14456,5,5,18,20
14457,6,5,20,20
14458,6,3,18,20
14459,7,7,15,20
14460,4,7,20,20
14461,4,5,20,18
14462,12,4,6,20
14463,7,5,15,20
14464,11,4,6,20
14465,4,7,20,14
14466,11,5,7,19
14467,3,5,20,20
14468,8,3,12,20
14469,4,5,19,20
14470,2,9,20,18
14471,5,5,20,18
14472,13,21,3,2
14473,6,3,18,19
14474,7,4,14,20
14475,7,7,16,20
14476,6,5,13,20
14477,5,5,20,20
14478,6,5,17,19
14479,7,7,16,20
14480,8,15,2,3
14481,5,5,20,20
14482,7,6,14,20
14483,6,5,18,20
14484,6,4,15,20
14485,5,4,18,20
14486,9,5,12,20
14487,8,3,14,20
14488,5,4,18,20
14489,4,6,20,19
14490,6,5,20,19
14491,4,5,20,18
14492,9,2,14,20
14493,6,7,18,20
14494,7,5,16,20
14495,7,4,16,20
14496,5,8,11,11
14497,7,6,16,20
14498,12,4,5,20
14499,7,5,16,20
14500,8,3,13,20
14501,6,5,16,20
14502,8,15,6,2
14503,10,4,9,20
14504,10,5,9,20
14505,5,7,16,20
14506,7,5,15,20
14507,10,8,1,1
14508,22,19,2,2
14509,9,4,14,20
14510,7,4,15,20
14511,4,6,20,17
14512,9,4,12,20
14513,4,5,20,18
14514,4,7,20,15
14515,5,3,19,20
14516,11,5,8,20
14517,6,16,1,1
14518,8,4,14,20
14519,20,24,1,1
14520,5,5,20,19
14521,19,6,3,2
14522,5,16,3,2
14523,11,5,1,2
14524,10,3,10,20
14525,8,3,14,19
14526,9,3,12,20
14527,7,5,13,20
14528,9,5,12,20
14529,7,4,12,20
14530,8,5,14,19
14531,8,6,12,20
14532,5,6,16,20
14533,7,5,14,20
14534,4,5,20,20
14535,7,4,13,20
14536,6,6,18,20
14537,4,5,20,19
14538,6,4,17,20
14539,5,5,17,20
14540,8,6,13,20
14541,9,4,11,20
14542,5,7,16,19
14543,7,5,16,20
14544,8,4,14,20
14545,4,4,20,19
14546,17,10,5,14
14547,7,6,15,19
14548,11,24,1,1
14549,6,13,15,12
14550,5,6,20,16
14551,12,5,4,2
14552,7,6,13,20
14553,18,8,6,5
14554,7,5,13,20
14555,4,4,20,19
14556,4,7,17,20
14557,3,21,1,1
14558,7,6,12,20
14559,4,4,20,20
14560,11,4,8,20
14561,10,4,10,20
14562,13,20,1,1
14563,4,7,18,20
14564,8,5,13,20
14565,18,17,3,3
14566,8,5,13,20
14567,7,5,13,20
14568,9,6,10,20
14569,6,6,18,16
14570,9,2,12,20
14571,10,4,10,20
14572,4,6,16,20
14573,8,6,13,20
14574,6,4,16,20
14575,7,4,14,20
14576,7,3,16,20
14577,7,5,14,20
14578,5,5,16,20
14579,6,5,17,20
14580,7,5,14,20
14581,3,8,20,17
14582,6,6,16,20
14583,8,3,14,20
14584,10,4,9,20
14585,8,4,14,20
14586,10,6,10,20
14587,7,5,17,20
14588,6,16,15,8
14589,5,6,20,18
14590,5,7,17,20
14591,6,5,18,20
14592,8,6,13,19
14593,6,3,16,19
14594,3,8,19,20
14595,7,5,15,20
14596,5,5,19,18
14597,8,6,13,20
14598,5,6,15,20
14599,5,4,20,20
14600,2,8,19,18
14601,8,6,13,20
14602,9,5,13,19
14603,5,4,18,19
14604,8,4,14,20
14605,8,6,13,20
14606,9,4,10,20
14607,6,6,19,20
14608,9,3,14,20
14609,5,13,16,10
14610,7,3,16,20
14611,5,5,20,19
14612,12,4,5,20
14613,5,5,20,20
14614,5,6,20,20
14615,11,4,8,20
14616,8,5,12,20
14617,5,4,20,18
14618,9,2,12,20
14619,4,4,19,20
14620,15,8,6,18
14621,12,23,1,1
14622,7,7,14,20
14623,5,4,19,20
14624,7,4,13,20
14625,6,5,15,20
14626,7,5,17,20
14627,7,6,13,20
14628,5,4,20,20
14629,5,6,20,18
14630,7,5,17,20
14631,9,4,11,20
14632,11,3,8,20
14633,5,5,20,16
14634,10,3,10,20
14635,4,6,20,19
14636,6,6,14,20
14637,7,5,14,20
14638,7,5,15,20
14639,6,4,17,20
14640,9,5,18,20
14641,7,1,18,20
14642,3,7,16,20
14643,2,7,20,20
14644,7,5,15,20
14645,5,5,18,20
14646,6,4,18,20
14647,22,13,1,4
14648,11,5,8,20
14649,5,4,20,20
14650,8,5,11,20
14651,10,4,8,20
14652,12,21,1,1
14653,4,4,20,20
14654,5,7,20,18
14655,4,4,20,20
14656,11,4,7,20
14657,18,13,1,1
14658,10,2,10,20
14659,6,4,18,20
14660,8,2,13,20
14661,6,1,18,20
14662,8,6,12,20
14663,2,7,19,20
14664,7,4,16,20
14665,8,4,14,20
14666,8,2,16,20
14667,8,6,12,20
14668,10,5,10,20
14669,7,5,14,20
14670,7,5,16,20
14671,6,1,17,20
14672,8,4,13,20
14673,6,4,18,20
14674,6,4,16,20
14675,5,4,20,20
14676,9,3,10,20
14677,8,1,17,20
14678,10,5,9,20
14679,5,6,17,20
14680,9,7,11,20
14681,8,6,12,20
14682,11,4,6,19
14683,4,5,18,20
14684,9,8,10,20
14685,12,4,5,20
14686,6,6,14,20
14687,7,7,13,20
14688,7,6,18,20
14689,5,4,19,20
14690,4,5,19,20
14691,7,5,16,20
14692,5,4,17,20
14693,5,4,20,20
14694,7,4,20,18
14695,9,5,10,20
14696,5,6,16,20
14697,5,6,18,20
14698,11,5,6,20
14699,7,6,15,20
14700,8,6,10,19
14701,10,4,9,20
14702,6,5,20,17
14703,7,5,14,20
14704,7,5,14,20
14705,5,5,20,18
14706,14,5,1,1
14707,6,4,17,20
14708,9,10,12,13
14709,6,16,2,1
14710,6,7,14,20
14711,6,13,1,1
14712,8,5,13,20
14713,7,5,16,20
14714,8,20,6,5
14715,5,2,17,20
14716,4,6,17,20
14717,6,4,18,20
14718,6,7,17,19
14719,4,7,16,20
14720,7,5,15,20
14721,7,2,16,20
14722,7,6,18,20
14723,6,4,18,20
14724,12,5,6,20
14725,11,4,7,20
14726,9,6,9,20
14727,10,17,1,1
14728,5,5,20,20
14729,5,4,20,20
14730,7,5,16,20
14731,6,1,17,20
14732,9,4,12,19
14733,7,6,14,20
14734,12,5,6,20
14735,8,7,12,20
14736,6,5,14,20
14737,6,4,18,20
14738,7,5,14,20
14739,8,5,12,20
14740,7,3,16,20
14741,4,7,16,20
14742,9,20,4,3
14743,8,6,11,20
14744,9,6,10,20
14745,8,5,11,20
14746,9,4,11,20
14747,7,2,16,20
14748,7,13,9,13
14749,6,4,18,20
14750,6,7,18,20
14751,8,4,14,20
14752,7,3,18,20
14753,18,23,1,1
14754,8,5,13,20
14755,5,7,18,20
14756,6,4,20,20
14757,5,7,17,20
14758,12,5,8,20
14759,10,4,8,20
14760,5,3,18,20
14761,4,4,18,20
14762,8,5,14,20
14763,6,4,20,18
14764,11,4,10,19
14765,4,4,19,19
14766,8,5,15,20
14767,10,4,9,20
14768,7,2,16,20
14769,5,5,16,20
14770,5,8,16,20
14771,4,6,20,15
14772,9,5,12,20
14773,5,4,20,20
14774,6,5,19,20
14775,5,4,20,19
14776,14,19,2,3
14777,5,8,16,20
14778,7,3,18,19
14779,7,5,14,20
14780,9,6,12,20
14781,5,5,15,20
14782,17,13,1,1
14783,8,3,15,19
14784,9,3,12,20
14785,9,5,10,20
14786,7,5,14,20
14787,8,7,11,20
14788,6,6,16,19
14789,5,5,18,20
14790,5,4,20,20
14791,6,5,16,20
14792,7,5,14,20
14793,7,4,14,20
14794,12,4,6,20
14795,3,8,20,20
14796,10,6,7,19
14797,4,5,20,16
14798,5,4,20,20
14799,6,5,17,20
14800,6,3,15,20
14801,6,1,18,20
14802,3,9,20,15
14803,3,5,20,20
14804,15,3,3,2
14805,6,1,18,20
14806,14,20,6,6
14807,4,4,20,18
14808,7,4,16,20
14809,6,3,20,20
14810,9,17,12,6
14811,7,5,11,20
14812,13,5,4,19
14813,8,1,14,20
14814,7,7,15,20
14815,9,6,11,20
14816,8,6,11,20
14817,7,5,16,20
14818,9,6,10,20
14819,5,4,16,20
14820,6,4,18,20
14821,9,4,10,20
14822,9,7,14,20
14823,3,5,20,20
14824,5,8,17,20
14825,4,7,20,16
14826,7,5,14,20
14827,8,6,13,20
14828,4,3,18,20
14829,7,7,12,20
14830,9,21,1,2
14831,8,5,14,20
14832,6,6,17,20
14833,3,8,18,20
14834,11,23,1,1
14835,4,3,20,20
14836,4,5,19,20
14837,5,5,20,18
14838,5,4,18,20
14839,8,4,14,20
14840,5,4,20,20
14841,6,7,14,20
14842,7,7,12,19
14843,7,7,14,20
14844,5,7,18,19
14845,19,10,1,2
14846,11,4,7,20
14847,4,6,20,16
14848,19,21,1,1
14849,12,5,6,20
14850,9,8,12,20
14851,5,5,18,20
14852,8,5,13,20
14853,12,4,6,20
14854,13,18,7,7
14855,4,4,18,20
14856,4,4,19,20
14857,4,4,20,20
14858,10,4,9,20
14859,9,4,12,20
14860,13,5,5,20
14861,3,6,20,17
14862,6,5,16,20
14863,6,5,16,20
14864,4,4,19,20
14865,5,5,18,20
14866,4,7,20,18
14867,6,5,19,20
14868,18,19,4,1
14869,8,2,14,20
14870,11,4,6,19
14871,5,6,18,20
14872,5,4,20,20
14873,7,5,17,20
14874,12,4,6,20
14875,9,7,12,20
14876,7,4,19,20
14877,4,5,20,19
14878,6,6,19,16
14879,8,4,11,20
14880,5,5,20,20
14881,3,6,19,16
14882,5,5,17,20
14883,6,6,17,20
14884,7,6,14,20
14885,5,5,20,19
14886,13,15,2,2
14887,5,6,20,16
14888,5,6,18,20
14889,8,1,14,20
14890,7,5,15,20
14891,6,7,18,20
14892,10,4,9,20
14893,6,5,20,20
14894,10,5,8,20
14895,7,7,16,20
14896,5,6,20,18
14897,5,4,19,20
14898,7,7,13,20
14899,9,4,12,20
14900,12,4,4,20
14901,3,6,20,17
14902,6,5,15,20
14903,5,6,17,20
14904,10,5,9,20
14905,6,5,16,20
14906,12,5,4,19
14907,6,5,20,20
14908,8,5,15,20
14909,9,2,11,20
14910,21,16,2,3
14911,7,6,16,20
14912,5,3,20,19
14913,6,5,19,20
14914,6,3,20,20
14915,7,7,15,20
14916,9,23,1,1
14917,6,7,20,16
14918,9,5,12,20
14919,6,4,18,20
14920,5,7,16,19
14921,9,2,14,20
14922,7,6,14,20
14923,7,5,14,20
14924,12,5,7,20
14925,6,7,16,20
14926,3,8,18,20
14927,5,5,16,20
14928,8,6,12,20
14929,19,21,1,1
14930,7,7,12,20
14931,5,7,15,20
14932,8,3,13,20
14933,6,5,20,20
14934,21,14,1,1
14935,6,6,17,20
14936,11,4,6,19
14937,5,3,20,20
14938,5,4,20,19
14939,6,5,17,20
14940,9,3,13,20
14941,8,5,13,20
14942,12,5,4,19
14943,7,7,14,20
14944,5,4,20,20
14945,8,4,12,20
14946,6,4,16,20
14947,6,5,16,20
14948,12,4,7,20
14949,5,4,17,20
14950,16,24,1,2
14951,6,8,20,14
14952,10,3,10,20
14953,11,4,8,20
14954,7,6,14,20
14955,5,8,14,16
14956,8,5,12,20
14957,4,5,17,20
14958,11,5,6,20
14959,7,4,16,20
14960,6,3,17,20
14961,8,6,12,20
14962,7,4,18,20
14963,7,1,15,20
14964,11,5,6,20
14965,7,4,16,20
14966,7,5,14,20
14967,11,4,6,20
14968,9,5,10,20
14969,7,7,13,20
14970,8,6,16,20
14971,7,4,15,20
14972,7,6,17,20
14973,7,2,16,20
14974,8,7,12,19
14975,8,5,15,20
14976,8,6,14,20
14977,8,7,13,20
14978,5,5,18,20
14979,5,6,20,17
14980,12,6,7,19
14981,4,6,17,20
14982,15,6,5,2
14983,8,6,13,20
14984,15,8,3,17
14985,8,7,14,20
14986,11,4,8,20
14987,8,5,14,20
14988,12,11,7,16
14989,10,2,10,19
14990,9,4,10,19
14991,6,4,18,20
14992,12,4,6,20
14993,10,5,12,20
14994,7,5,18,20
14995,10,4,9,20
14996,7,5,17,20
14997,9,7,6,9
14998,12,4,6,20
14999,9,6,10,20
15000,7,5,16,20
15001,10,4,8,20
15002,12,4,7,20
15003,5,5,16,20
15004,8,3,14,20
15005,4,7,20,14
15006,6,2,20,20
15007,5,5,16,20
15008,8,4,12,20
15009,10,4,7,20
15010,8,4,12,20
15011,6,5,15,20
15012,7,7,14,17
15013,2,5,20,18
15014,4,4,17,20
15015,7,4,15,20
15016,6,4,15,20
15017,5,3,18,20
15018,8,7,11,19
15019,8,6,11,20
15020,12,6,6,19
15021,6,4,16,20
15022,10,24,6,2
15023,5,5,16,20
15024,7,4,18,20
15025,10,2,9,20
15026,12,4,5,20
15027,5,6,18,20
15028,7,4,15,20
15029,7,6,13,20
15030,5,4,20,18
15031,5,6,17,20
15032,11,4,8,18
15033,7,5,17,20
15034,11,5,6,20
15035,6,6,15,20
15036,8,3,16,20
15037,9,6,12,20
15038,7,5,13,20
15039,3,5,20,18
15040,5,4,20,19
15041,5,7,20,15
15042,6,4,18,20
15043,8,1,13,20
15044,12,4,5,20
15045,6,5,16,20
15046,7,4,15,20
15047,9,2,12,20
15048,8,24,1,1
15049,7,7,14,20
15050,8,4,12,20
15051,8,2,14,20
15052,4,5,17,20
15053,6,5,15,20
15054,8,6,20,20
15055,3,5,20,18
15056,11,5,10,20
15057,3,5,20,18
15058,6,3,15,20
15059,6,4,16,20
15060,7,4,16,20
15061,10,3,11,19
15062,5,7,16,20
15063,6,6,15,20
15064,7,3,14,20
15065,5,4,18,20
15066,5,5,20,20
15067,5,6,19,14
15068,10,20,9,4
15069,5,4,20,20
15070,8,5,12,20
15071,5,5,20,20
15072,14,11,9,14
15073,12,4,6,20
15074,6,7,14,20
15075,6,5,15,20
15076,9,6,1,2
15077,6,5,15,20
15078,4,5,20,20
15079,7,7,14,20
15080,7,4,13,20
15081,9,6,10,20
15082,13,4,4,20
15083,4,3,20,20
15084,9,2,10,20
15085,5,6,20,17
15086,7,7,15,20
15087,7,7,13,20
15088,7,2,19,20
15089,7,6,14,20
15090,4,5,20,19
15091,7,5,17,20
15092,4,4,18,20
15093,4,5,20,18
15094,22,20,1,2
15095,10,4,8,20
15096,7,5,19,20
15097,6,5,16,20
15098,4,7,18,20
15099,9,3,10,20
15100,5,5,16,20
15101,2,4,20,20
15102,5,6,20,18
15103,4,5,20,19
15104,7,4,16,20
15105,11,3,8,20
15106,27,9,1,1
15107,6,3,19,20
15108,11,20,1,3
15109,7,5,14,20
15110,7,7,20,17
15111,8,3,14,20
15112,16,18,3,8
15113,7,6,13,20
15114,5,4,20,19
15115,9,5,14,20
15116,8,5,17,20
15117,9,7,11,20
15118,6,5,17,20
15119,4,5,20,18
15120,7,4,15,20
15121,9,4,11,20
15122,8,7,16,20
15123,3,4,19,20
15124,7,6,13,20
15125,5,6,17,20
15126,7,5,14,20
15127,8,7,12,20
15128,8,6,12,20
15129,6,6,20,18
15130,5,4,19,20
15131,9,7,13,20
15132,6,4,17,20
15133,4,4,20,20
15134,5,5,20,16
15135,10,4,10,20
15136,7,6,16,20
15137,11,4,1,1
15138,13,4,4,20
15139,3,4,18,20
15140,5,6,19,20
15141,7,4,16,20
15142,6,4,18,20
15143,7,18,3,4
15144,6,5,17,20
15145,9,2,14,20
15146,9,7,10,19
15147,8,6,12,20
15148,9,5,9,20
15149,7,4,17,20
15150,6,5,19,20
15151,7,7,15,20
15152,12,4,6,20
15153,4,4,17,20
15154,9,4,9,20
15155,6,4,19,20
15156,6,5,18,19
15157,9,4,9,20
15158,6,5,16,20
15159,8,2,14,20
15160,9,4,12,20
15161,8,4,16,20
15162,9,6,10,20
15163,7,5,13,20
15164,8,2,14,20
15165,9,6,12,20
15166,8,3,13,18
15167,18,9,1,1
15168,8,6,11,20
15169,24,21,1,1
15170,10,7,8,20
15171,7,6,14,20
15172,5,7,15,20
15173,6,7,16,20
15174,8,5,14,20
15175,10,4,8,20
15176,6,4,17,20
15177,10,3,12,20
15178,16,7,4,2
15179,6,8,17,17
15180,10,5,10,20
15181,6,21,5,4
15182,11,4,7,20
15183,8,4,13,19
15184,7,5,12,20
15185,3,4,20,20
15186,5,5,17,20
15187,4,4,20,20
15188,8,4,16,20
15189,4,7,20,15
15190,9,3,12,19
15191,5,8,20,12
15192,8,7,12,20
15193,26,11,1,1
15194,8,7,11,20
15195,7,6,14,20
15196,8,2,16,20
15197,7,8,19,14
15198,6,4,17,20
15199,3,12,1,2
15200,1,9,20,19
15201,6,24,3,2
15202,8,6,10,20
15203,3,6,20,17
15204,9,6,11,20
15205,3,4,20,20
15206,8,5,14,20
15207,23,16,1,1
15208,7,3,15,20
15209,6,6,14,20
15210,7,6,15,20
15211,8,3,14,20
15212,8,7,12,20
15213,2,6,20,20
15214,7,4,16,20
15215,4,7,17,20
15216,5,4,18,20
15217,4,4,20,19
15218,7,4,14,20
15219,8,6,16,20
15220,9,3,11,20
15221,8,5,14,20
15222,9,6,10,20
15223,3,5,20,16
15224,11,4,7,20
15225,7,5,17,20
15226,5,4,17,20
15227,3,19,6,6
15228,4,4,19,20
15229,3,8,20,20
15230,7,6,11,19
15231,11,4,9,20
15232,7,21,1,1
15233,26,23,1,1
15234,17,11,7,4
15235,8,7,14,20
15236,6,5,17,20
15237,4,5,20,20
15238,9,5,14,20
15239,10,12,11,15
15240,10,4,8,20
15241,9,4,10,20
15242,8,5,13,20
15243,2,7,20,18
15244,6,7,16,20
15245,3,21,5,3
15246,3,5,20,20
15247,5,7,20,16
15248,8,5,14,20
15249,5,7,20,15
15250,3,17,3,5
15251,8,6,13,20
15252,9,3,12,20
15253,8,6,14,20
15254,5,6,14,20
15255,12,4,7,20
15256,6,7,14,20
15257,5,4,20,18
15258,8,5,14,20
15259,7,4,18,20
15260,6,7,16,20
15261,6,7,14,20
15262,7,4,18,20
15263,3,4,20,19
15264,12,4,6,20
15265,8,4,12,20
15266,11,4,10,20
15267,8,5,14,20
15268,6,6,14,20
15269,5,3,20,18
15270,7,4,16,20
15271,10,4,10,20
15272,12,9,2,1
15273,6,9,20,14
15274,5,6,20,19
15275,6,5,18,20
15276,8,5,12,20
15277,9,4,12,20
15278,6,4,16,20
15279,4,3,19,20
15280,9,4,12,20
15281,8,5,12,20
15282,6,5,17,20
15283,8,4,14,20
15284,12,17,6,6
15285,6,6,19,17
15286,9,5,12,20
15287,8,2,14,20
15288,5,3,20,20
15289,9,4,12,20
15290,10,5,12,20
15291,5,4,18,20
15292,8,4,14,20
15293,8,5,14,20
15294,7,5,16,20
15295,4,5,20,18
15296,5,4,20,19
15297,6,5,14,20
15298,7,4,14,20
15299,7,4,16,20
15300,11,5,6,20
15301,5,7,20,16
15302,6,7,13,20
15303,8,2,14,20
15304,7,5,14,20
15305,7,7,16,20
15306,6,5,20,17
15307,7,5,16,20
15308,11,5,6,20
15309,20,24,3,2
15310,5,5,16,20
15311,6,4,16,20
15312,14,13,5,13
15313,20,16,2,2
15314,7,2,15,20
15315,6,5,17,20
15316,9,5,12,20
15317,7,2,16,20
15318,6,4,20,19
15319,6,7,16,20
15320,9,3,14,20
15321,7,4,16,20
15322,8,4,12,20
15323,9,7,12,20
15324,10,4,10,20
15325,6,4,18,20
15326,6,6,14,20
15327,21,19,1,2
15328,7,3,16,20
15329,6,5,18,20
15330,14,22,1,2
15331,9,7,12,20
15332,8,5,12,20
15333,8,5,15,20
15334,6,3,17,19
15335,5,5,18,20
15336,6,5,16,20
15337,7,16,13,7
15338,9,4,13,20
15339,5,4,16,20
15340,7,7,14,20
15341,6,5,17,20
15342,7,14,13,12
15343,7,5,16,20
15344,7,4,16,20
15345,8,4,12,20
15346,5,4,17,20
15347,18,16,1,1
15348,7,2,16,20
15349,8,6,14,20
15350,7,3,14,20
15351,7,2,16,20
15352,8,3,13,20
15353,9,4,12,20
15354,8,5,12,20
15355,6,5,17,20
15356,11,5,7,20
15357,8,7,12,20
15358,6,5,20,20
15359,8,4,15,20
15360,16,15,5,11
15361,10,6,10,19
15362,8,5,15,20
15363,6,4,16,20
15364,8,5,12,20
15365,6,5,20,20
15366,9,4,14,20
15367,8,6,14,20
15368,6,4,18,20
15369,8,6,14,20
15370,9,2,14,20
15371,6,16,12,8
15372,7,3,14,20
15373,8,4,14,19
15374,8,4,14,20
15375,5,5,16,20
15376,20,20,2,5
15377,5,5,16,20
15378,8,5,13,20
15379,4,5,20,20
15380,13,5,4,20
15381,7,6,14,20
15382,4,4,20,20
15383,5,4,18,20
15384,6,3,16,20
15385,9,5,11,20
15386,7,4,16,20
15387,6,10,2,4
15388,6,4,16,20
15389,9,4,11,20
15390,7,5,14,20
15391,5,3,16,20
15392,12,4,4,20
15393,9,7,12,20
15394,7,5,13,20
15395,7,6,16,20
15396,12,4,4,20
15397,4,4,20,20
15398,7,6,15,20
15399,6,5,18,20
15400,11,16,3,2
15401,7,2,15,20
15402,7,7,19,20
15403,4,4,18,20
15404,13,20,3,2
15405,7,5,18,19
15406,7,4,16,20
15407,4,6,20,18
15408,5,6,19,20
15409,2,6,20,18
15410,2,8,19,20
15411,7,5,16,20
15412,7,4,14,20
15413,10,7,10,20
15414,5,12,1,1
15415,5,6,19,18
15416,8,5,14,20
15417,8,2,14,20
15418,4,3,18,20
15419,8,2,14,20
15420,10,5,9,19
15421,6,6,20,18
15422,14,14,6,13
15423,6,4,18,20
15424,7,6,14,20
15425,9,7,10,20
15426,6,5,15,20
15427,7,5,14,20
15428,9,5,9,20
15429,8,5,15,20
15430,9,5,12,20
15431,7,2,15,20
15432,4,5,20,16
15433,6,6,16,20
15434,21,15,5,2
15435,9,4,11,20
15436,7,5,16,20
15437,5,5,16,20
15438,10,4,9,19
15439,10,4,9,20
15440,5,3,17,20
15441,8,2,13,20
15442,4,5,20,20
15443,7,5,14,20
15444,8,4,11,20
15445,6,4,17,20
15446,8,6,12,20
15447,8,2,14,20
15448,7,3,15,20
15449,10,6,11,20
15450,9,3,12,20
15451,9,4,10,20
15452,5,7,15,20
15453,6,4,14,20
15454,6,4,17,20
15455,8,5,14,20
15456,6,5,18,19
15457,5,4,18,20
15458,6,4,15,20
15459,8,2,13,20
15460,7,7,18,20
15461,4,4,19,20
15462,6,7,20,18
15463,7,2,15,20
15464,10,4,10,20
15465,9,7,11,20
15466,7,3,14,20
15467,6,5,18,20
15468,6,7,14,19
15469,7,7,14,20
15470,4,5,19,19
15471,7,4,14,20
15472,7,6,13,19
15473,12,4,6,20
15474,10,4,8,20
15475,9,3,14,20
15476,6,4,16,20
15477,7,5,14,20
15478,9,2,11,20
15479,7,3,16,20
15480,8,4,13,20
15481,6,7,20,17
15482,7,5,14,20
15483,6,2,19,20
15484,8,3,16,20
15485,4,7,16,20
15486,7,6,12,20
15487,6,5,18,20
15488,6,5,20,20
15489,7,7,15,20
15490,10,7,10,19
15491,4,4,20,19
15492,5,6,20,16
15493,10,5,10,20
15494,3,6,20,19
15495,6,5,20,16
15496,3,8,4,2
15497,7,4,16,20
15498,7,7,14,20
15499,5,7,15,20
15500,7,4,15,20
15501,8,5,15,20
15502,7,5,14,20
15503,5,6,18,20
15504,6,4,18,20
15505,5,5,17,20
